violation_count,latitude,longitude,failFlag,avg_violations_last_3,fail_rate_last_3,days_since_last_inspection,trend_last_3,BusinessName_id,Address_id,insp_year,insp_month,insp_day,insp_dow,insp_days_since_ref,inspection_type_clean_change of ownership,inspection_type_clean_complaint,inspection_type_clean_complaint (i),inspection_type_clean_complaint (r),inspection_type_clean_complaint reinspection/follow-up,inspection_type_clean_foodborne illness,inspection_type_clean_foodborne illness investigation,inspection_type_clean_new construction,inspection_type_clean_new ownership,inspection_type_clean_new ownership (i),inspection_type_clean_new ownership (r),inspection_type_clean_new ownership - followup,inspection_type_clean_non-inspection site visit,inspection_type_clean_plan check,inspection_type_clean_plan check (i),inspection_type_clean_plan check (r),inspection_type_clean_reinspection,inspection_type_clean_reinspection/followup,inspection_type_clean_routine,inspection_type_clean_site visit,inspection_type_clean_structural,inspection_type_clean_structural inspection,inspection_type_clean_nan
0.0,37.762722,-122.433264,0,0.3333333333333333,0.0,69.0,0.5,28,4570,2024,12,31,1,1826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,37.761714,-122.4254205,0,0.0,0.0,454.0,0.0,29,4421,2024,1,23,1,1483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,37.761714,-122.4254205,0,0.3333333333333333,0.0,274.0,0.0,29,4421,2024,10,23,2,1757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,37.782009,-122.4797625,0,0.0,0.0,-1.0,0.0,31,2039,2024,2,15,3,1506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,37.782009,-122.4797625,0,0.0,0.0,26.0,0.0,31,2039,2024,3,12,1,1532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,37.766466,-122.4201645,0,0.0,0.0,-1.0,0.0,32,2042,2024,8,1,3,1674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
17.0,37.711089,-122.4040545,0,0.0,0.0,-1.0,-8.0,33,5328,2024,6,14,4,1626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6.0,37.711089,-122.4040545,0,17.0,0.0,104.0,-8.0,33,5328,2024,9,26,3,1730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,37.711089,-122.4040545,0,11.5,0.0,5.0,-8.0,33,5328,2024,10,1,1,1735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,37.711089,-122.4040545,0,8.0,0.0,49.0,-8.0,33,5328,2024,11,19,1,1784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,37.765278,-122.477112,0,0.0,0.0,722.0,0.0,35,677,2024,5,24,4,1605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,37.754118,-122.4760995,0,0.0,0.0,-1.0,0.0,36,1901,2024,6,13,3,1625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6.0,37.758357,-122.420376,0,0.0,0.0,489.0,3.0,38,4343,2024,11,19,1,1784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,37.780965,-122.408325,0,0.0,0.0,-1.0,0.0,39,524,2024,10,24,3,1758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,37.780965,-122.408325,0,0.0,0.0,54.0,0.0,39,524,2024,12,17,1,1812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
17.0,37.723257,-122.4544005,0,0.0,0.3333333333333333,762.0,8.5,41,522,2024,8,6,1,1679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4.0,37.723257,-122.4544005,0,5.666666666666667,0.0,14.0,8.5,41,522,2024,8,20,1,1693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,37.77813,-122.391855,0,0.0,0.0,-1.0,0.0,42,2946,2024,4,18,3,1569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8.0,37.763649,-122.480946,1,0.0,0.0,523.0,0.0,44,2386,2024,5,8,2,1589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,37.763649,-122.480946,0,4.0,0.5,16.0,0.0,44,2386,2024,5,24,4,1605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,37.78254,-122.392476,0,0.0,0.0,-1.0,0.0,45,5808,2024,7,17,2,1659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4.0,37.763109,-122.481945,0,0.0,0.6666666666666666,583.0,2.0,47,2595,2024,5,24,4,1605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,37.763172,-122.480559,1,0.0,0.0,-1.0,0.0,48,2336,2024,1,25,3,1485,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,37.763172,-122.480559,1,0.0,1.0,1.0,0.0,48,2336,2024,1,26,4,1486,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,37.763172,-122.480559,1,0.0,1.0,4.0,0.0,48,2336,2024,1,30,1,1490,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,37.763172,-122.480559,0,0.0,1.0,58.0,0.0,48,2336,2024,3,28,3,1548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,37.75383,-122.4228375,0,0.0,0.0,624.0,0.0,49,4339,2024,8,7,2,1680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,37.753614,-122.4188955,0,0.0,0.3333333333333333,628.0,2.0,50,3331,2024,2,20,1,1511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,37.753614,-122.4188955,0,0.0,0.3333333333333333,113.0,2.0,50,3331,2024,6,12,2,1624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2.0,37.75196998741,-122.41937896349,0,0.0,0.0,-1.0,0.0,51,4128,2024,6,17,0,1629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,37.78695,-122.420997,0,0.0,0.0,-1.0,0.0,52,697,2024,10,23,2,1757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3.0,37.725372,-122.462136,0,0.0,0.0,-1.0,0.0,52,1979,2024,9,6,4,1710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2.0,37.78218,-122.484636,0,0.0,0.0,485.0,1.0,56,2784,2024,11,15,4,1780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,37.78218,-122.484636,0,0.6666666666666666,0.0,4.0,1.0,56,2784,2024,11,19,1,1784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,37.782279,-122.4847305,0,0.0,0.0,-1.0,0.0,57,2800,2024,11,15,4,1780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,37.763001,-122.48406,0,0.0,0.0,177.0,0.0,58,3020,2024,1,25,3,1485,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,37.763001,-122.48406,0,0.0,0.0,175.0,0.0,58,3020,2024,7,18,3,1660,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,37.763001,-122.48406,1,0.0,0.0,0.0,0.0,58,3020,2024,7,18,3,1660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3.0,37.763001,-122.48406,1,2.6666666666666665,0.3333333333333333,1.0,0.0,58,3020,2024,7,19,4,1661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,37.763001,-122.48406,0,3.6666666666666665,0.6666666666666666,6.0,0.0,58,3020,2024,7,25,3,1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,37.763001,-122.48406,0,4.333333333333333,0.6666666666666666,83.0,0.0,58,3020,2024,10,16,2,1750,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,37.763001,-122.48406,0,1.6666666666666667,0.3333333333333333,16.0,0.0,58,3020,2024,11,1,4,1766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,37.763001,-122.48406,0,0.6666666666666666,0.0,13.0,0.0,58,3020,2024,11,14,3,1779,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,37.768005,-122.3875755,0,0.0,0.0,-1.0,0.0,61,139,2024,12,6,4,1801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,37.768005,-122.3875755,0,0.0,0.0,-1.0,0.0,62,139,2024,12,6,4,1801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,37.779903,-122.493753,0,0.0,0.0,-1.0,0.0,63,6359,2024,6,12,2,1624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,37.77813,-122.391855,0,0.0,0.0,-1.0,0.0,64,7318,2024,6,27,3,1639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,37.77813,-122.391855,0,0.0,0.0,-1.0,0.0,68,2929,2024,4,18,3,1569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4.0,37.739133,-122.41368,1,0.0,0.6666666666666666,711.0,0.0,69,7177,2024,6,4,1,1616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,37.739133,-122.41368,0,1.3333333333333333,1.0,0.0,0.0,69,7177,2024,6,4,1,1616,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,37.739133,-122.41368,0,1.3333333333333333,0.6666666666666666,7.0,0.0,69,7177,2024,6,11,1,1623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,37.785474,-122.400468,0,0.0,0.0,-1.0,0.0,70,1933,2024,8,22,3,1695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,37.785474,-122.400468,0,2.0,0.0,7.0,0.0,70,1933,2024,8,29,3,1702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,37.78236,-122.482944,0,0.0,0.0,-1.0,0.0,71,2520,2024,3,6,2,1526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
15.0,37.756953,-122.3879895,0,0.0,0.0,-1.0,0.0,72,3227,2024,3,15,4,1535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,37.756953,-122.3879895,0,15.0,0.0,109.0,0.0,72,3227,2024,7,2,1,1644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,37.784349,-122.4178875,0,0.0,0.0,-1.0,3.0,73,6419,2024,12,10,1,1805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,37.776582,-122.4026145,0,0.0,0.0,-1.0,0.0,76,5223,2024,9,5,3,1709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4.0,37.737243,-122.423787,0,0.0,0.0,-1.0,0.0,78,4435,2024,6,14,4,1626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2.0,37.729845,-122.4042435,0,0.0,0.0,473.0,0.0,79,3184,2024,8,26,0,1699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6.0,37.76301,-122.424228,0,0.0,0.0,-1.0,-2.0,81,5380,2024,1,9,1,1469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
